id_code,gender,gc_score,syn_graph_col,syn_seq_space,scsq_imagery,scsq_techspace,scsq_language,scsq_organise,scsq_global,scsq_system
815,0,NA,No,No,2.94,2.82,3.5,3.17,3.25,2.5
816,0,NA,No,No,4.24,2.88,2.17,2.5,1.88,2.83
817,0,NA,No,No,3.76,2.76,4.33,3.33,2.25,3.83
818,0,NA,No,No,3.53,1.88,3.67,3.83,3.88,1
819,0,NA,No,No,4,2.88,3.83,3.67,2.88,3.33
820,0,NA,No,No,3.71,1.65,4.5,3.5,3.13,3.33
821,0,NA,No,No,3.65,2.47,3.17,2.5,4,2.83
822,0,NA,No,No,3.88,2.82,4.83,4.67,2.13,1.67
823,0,NA,No,No,3.59,2,4,4.17,2.63,3.5
824,0,NA,No,No,3.65,2.53,4,2.17,2.75,2.33
825,0,NA,No,No,3.76,2.18,4,2.17,3,2.83
826,0,NA,No,No,3.82,2.88,3.5,2.67,3.38,2.33
827,0,NA,No,No,3.88,3.24,4,3.33,2.25,3.67
828,0,NA,No,No,3.35,2,3.5,2.67,2.88,2
829,0,NA,No,No,4,3.94,3.33,4.33,2.5,2.33
830,0,NA,No,No,4.24,3.41,2.83,2,3.75,3.33
831,0,NA,No,No,4,3.12,3.83,3.33,3.5,2.5
832,0,NA,No,No,3.53,2.18,4.67,2.17,4,1.67
833,0,NA,No,No,2.94,3.88,4,3.5,3.75,2.67
834,0,NA,No,No,4,2.24,3.83,1.67,2.38,1.83
835,0,NA,No,No,4.71,3.29,4.67,4,2.13,2.5
836,0,NA,No,No,2.82,2,3.17,3,3.25,2
837,0,NA,No,No,3.24,1.88,2,1.5,2.88,1.5
838,0,NA,No,No,4.71,2.53,3.17,1.67,2.38,2.17
839,0,NA,No,No,3.41,2.24,3.33,2.67,2.88,2.17
840,0,NA,No,No,3.65,1.94,4.17,3.33,1.88,2.83
841,0,NA,No,No,3.59,3.12,4.33,2.5,2.88,4.17
842,0,NA,No,No,4.18,3.35,3,2.83,2.38,1.83
843,0,NA,No,No,3.94,2.76,3.67,3.67,3.13,2.17
844,0,NA,No,No,3.53,2.76,4,3.33,2.63,3.33
845,0,NA,No,No,3.29,2.12,2.83,3.67,3.13,1.83
846,0,NA,No,No,4.53,3.18,4.33,3.83,2.88,2.17
847,0,NA,No,No,3.18,2.65,4,2.17,3,2.5
848,0,NA,No,No,3.41,3.12,3.5,3.17,2.88,2.33
849,0,NA,No,No,3.47,3.47,4,3.5,2.63,3
850,0,NA,No,No,4.53,3.06,2.83,2.33,3.13,2
851,0,NA,No,No,3.71,3.41,2.83,3.83,3.63,2.67
852,0,NA,No,No,3.41,2.59,2.5,3.67,2.88,2.17
853,0,NA,No,No,3.76,3.53,4.33,4,2.88,3.17
854,0,NA,No,No,3.82,2.41,3.17,2.67,3.38,2.67
855,0,NA,No,No,4,2.18,3.67,2.5,3,3.5
856,0,NA,No,No,3.29,2.18,4,3.33,3,3.33
857,0,NA,No,No,2.35,2.47,3.33,3.17,3.5,3.17
858,0,NA,No,No,3.88,2.35,3.5,3.67,2.38,2.17
859,0,NA,No,No,4.41,2.35,4.33,3.83,3.63,3.5
860,0,NA,No,No,2.71,3.41,3.33,3,3.75,2
861,0,NA,No,No,4.06,2.47,3,2.17,3.38,1.5
862,0,NA,No,No,3.88,3.35,3.83,3.33,3.88,1.83
863,0,NA,No,No,4.24,3.18,3,3,4.63,1.5
864,0,NA,No,No,4.41,4.35,3.83,3.17,3.13,3.17
865,0,NA,No,No,3.29,2.12,2.5,1.67,4,2.17
866,0,NA,No,No,3.12,2.29,2.33,2.83,3.25,2.5
867,0,NA,No,No,2.94,2.94,3.33,2.67,3,4
868,0,NA,No,No,4,2.94,3.67,2.17,2.63,3
869,0,NA,No,No,2.88,2.41,4.5,3.17,4,1.67
870,0,NA,No,No,4,3.24,4.33,2.83,3.13,2.67
871,0,NA,No,No,3.18,2.35,4.5,3,4,2.17
872,0,NA,No,No,2.35,2,2.33,2,3.13,2.17
873,0,NA,No,No,3.47,2.47,2.67,3,4,2
874,0,NA,No,No,3.41,2.65,3.17,3.17,3.13,3
875,0,NA,No,No,3.18,2.88,5,3.83,2.13,4.17
876,0,NA,No,No,3.65,2.47,3,3.33,3.88,2.83
877,0,NA,No,No,3.76,2.53,3.17,4.83,2.38,2
878,0,NA,No,No,4.41,2.71,3.17,3.17,2,4
879,0,NA,No,No,3.71,1.94,4.17,2.33,3.13,1.67
880,0,NA,No,No,3.71,2.24,2.67,4,4.13,1.83
881,0,NA,No,No,4.06,1.71,4.33,2.17,4.13,1.67
882,0,NA,No,No,3.88,2.59,4.5,2,5,1.67
883,0,NA,No,No,3.88,2.94,2.67,3,3.63,3.33
884,0,NA,No,No,4,3.24,3.67,1.83,3.5,2.17
885,0,NA,No,No,4.06,3,4,3.5,2.13,2.17
886,0,NA,No,No,4.29,3.65,2.33,3,2.63,2.33
887,0,NA,No,No,2.59,2.76,4,3.17,3.25,2.67
888,0,NA,No,No,4,2.59,4,3.67,3.5,3.5
889,0,NA,No,No,4.65,2.59,4.17,3.83,3.13,1.33
890,0,NA,No,No,3.12,2.12,2.83,2.83,3.13,1.67
891,0,NA,No,No,3,2.76,3.83,3.17,4.25,2
892,0,NA,No,No,2.65,2.71,4.33,2.67,3.38,2.5
893,0,NA,No,No,3.71,2.29,3.83,3.17,2.38,3.5
894,0,NA,No,No,3.82,2.18,3.17,3.67,3,1.83
895,0,NA,No,No,3.76,3.35,3,3.67,2.5,2.67
896,0,NA,No,No,3.06,2.94,4.17,3.33,3.38,1.17
897,0,NA,No,No,4.35,3.06,2.83,2.67,2.75,3
898,0,NA,No,No,3.35,3.53,2.67,4.83,3,2.67
899,0,NA,No,No,3.47,2.76,4.33,4,1.88,3.17
900,0,NA,No,No,3.12,3.12,3.33,2.5,3.75,3
901,0,NA,No,No,4.47,2,3.5,3.5,2.13,3.33
902,0,NA,No,No,3.94,2.35,3,2.67,3.38,2.33
903,0,NA,No,No,2.29,2.24,5,3.83,3.63,3.17
904,0,NA,No,No,3.41,3.71,3.83,3.17,3,2.67
905,0,NA,No,No,3.41,2.88,4.33,2,2.88,1.83
906,0,NA,No,No,4.12,3.18,3.33,3.5,2.75,2.17
907,0,NA,No,No,3.94,3.35,3.67,3.5,3,1.67
908,0,NA,No,No,4.24,2,3.5,2.67,2.63,1.83
909,0,NA,No,No,3.65,2,3.17,1.83,2.63,1.33
910,0,NA,No,No,4.76,2.47,4.83,3,3.13,2.83
911,0,NA,No,No,3.94,2.71,3.67,3,1.88,2.5
912,0,NA,No,No,3.06,2.06,3.5,4.17,4.13,4.17
913,0,NA,No,No,4,1.94,4.5,3.67,3.5,4
914,0,NA,No,No,3.47,3.82,3,3.83,3.5,2.83
915,0,NA,No,No,3.71,2.94,4.5,2.67,3.25,2.67
916,0,NA,No,No,4.18,1.65,2.67,3,4,1
917,0,NA,No,No,3.06,2.82,3.33,3.67,2.63,3
918,0,NA,No,No,4.71,2.29,3.67,3.17,2.75,2.33
919,0,NA,No,No,4.65,2.94,4.17,2.5,2.75,2.17
920,0,NA,No,No,3.41,2.94,2.5,2.83,2.88,3.5
921,0,NA,No,No,3,2.47,4.5,2.5,3.13,3.17
922,1,NA,No,No,4.29,3.35,3.67,3.17,2.38,3.33
923,1,NA,No,No,4.35,3.18,1.83,2.33,3.38,1.5
924,1,NA,No,No,3.47,4,4,4,2.88,3
925,1,NA,No,No,3.41,2.41,3.17,3,2.88,2.33
926,1,NA,No,No,3.47,3.29,3.67,3.33,2.63,3.67
927,1,NA,No,No,3.53,3.47,2.67,2.67,3.5,3.17
928,1,NA,No,No,3.59,3.59,3.67,3.33,2.88,3.83
929,1,NA,No,No,1.94,1.47,1.67,1,3,1.67
930,1,NA,No,No,3.82,3.59,4,3.17,3.25,3
931,1,NA,No,No,3.65,2.82,3.33,3.33,2.38,3.83
932,1,NA,No,No,3.18,3,2.67,3.33,3.25,2.67
933,1,NA,No,No,3.82,3.06,2.33,3.17,4,2.67
934,1,NA,No,No,3.94,3.94,3.83,2.5,3.38,3
935,1,NA,No,No,3.65,2.76,4.17,2.67,3.5,2.17
936,1,NA,No,No,4.12,3.35,2,2.83,2,2.33
937,1,NA,No,No,2.65,3.41,3.67,3.5,3.38,1.83
938,1,NA,No,No,4.18,3.82,3.83,4.17,3.13,2.67
939,1,NA,No,No,3.18,3.53,2.5,1.83,4,2.67
940,1,NA,No,No,4.35,3.47,3.5,2.83,2.5,3.67
941,1,NA,No,No,2.82,2.71,3,3.33,3,3.33
942,1,NA,No,No,3.65,3.71,3.33,4.33,3.75,1.83
943,1,NA,No,No,2.24,2.59,3.33,2.5,2.38,2.83
944,1,NA,No,No,3.53,4.24,4.33,3.33,2.5,3.83
945,1,NA,No,No,3.88,3.24,2.83,3.33,2.63,2.17
946,1,NA,No,No,3.71,2.59,2.5,3.17,3.25,2
947,1,NA,No,No,3.24,3.41,3.67,3.5,3.5,2.17
948,1,NA,No,No,2.76,3.76,1.83,2.67,3.25,2.83
949,1,NA,No,No,3.12,3.29,3.17,3.83,2.38,3
950,1,NA,No,No,3.18,4.12,3,2.67,2.38,2.67
951,1,NA,No,No,3.94,4.59,3.83,3,1.88,3.83
952,1,NA,No,No,3.88,4,2.83,2.83,3.25,2.5
953,1,NA,No,No,4.59,2.41,4.83,2,3.38,2.67
954,1,NA,No,No,4,2.82,3.33,3,3.13,2.33
955,1,NA,No,No,4.18,4.12,4,3.17,2.75,2.67
956,1,NA,No,No,3.59,3.35,4.17,3.67,3.38,3.83
957,1,NA,No,No,3.53,3.24,2.83,2.17,3.25,2.5
958,1,NA,No,No,3.82,3.29,4.33,2.83,2.13,2.83
959,1,NA,No,No,3.59,3.47,2.67,3.33,2.63,3.33
960,1,NA,No,No,3.65,3.71,4.33,2.67,2.63,3.83
961,1,NA,No,No,3.35,2.88,2.33,3.83,3.25,2.17
962,1,NA,No,No,3.88,2.76,3.5,1.17,3.75,3.17
963,1,NA,No,No,3.65,3.82,3.67,3.33,3.25,2.33
964,1,NA,No,No,4.12,2.29,3.5,2,2.5,2.83
965,1,NA,No,No,3.76,3.94,3.83,2.83,3.25,3
966,1,NA,No,No,3.76,3.18,4.83,3.33,2.5,3
967,1,NA,No,No,3.29,3.29,2.83,2.83,2.75,2.33
968,1,NA,No,No,3.29,4.41,4.5,4,2.75,3.5
969,1,NA,No,No,3.76,2.71,2.33,3,3.25,2.5
970,1,NA,No,No,3.06,4.06,1.83,1.5,2.13,1.67
971,1,NA,No,No,3.41,2.41,2.83,2.5,2.75,3
972,1,NA,No,No,3.65,3.29,3.5,1.67,2.25,2.5
973,1,NA,No,No,2.76,2.71,4,2.33,3.63,2.67
974,1,NA,No,No,4.06,3.47,3.83,3,3.5,3.67
975,1,NA,No,No,3.71,3.76,3.5,3.33,3.13,3.17
976,1,NA,No,No,3.59,3.41,2.83,2,3.38,3.83
977,1,NA,No,No,3.41,2.59,1.33,2.33,3.38,1.5
978,1,NA,No,No,3.59,3.71,3.33,4,3.25,3
979,1,NA,No,No,3.82,4.12,3.17,3.67,3,2.5
980,1,NA,No,No,3.59,4.18,3.17,3.83,2.63,2.67
981,1,NA,No,No,3.65,2.41,4,3,2.75,3.67
982,1,NA,No,No,3,2.47,4.5,4,2.25,3.17
983,1,NA,No,No,3.12,3.12,4,4.33,3,2.17
984,1,NA,No,No,3.47,2.59,2.67,3.17,2.5,2.17
985,1,NA,No,No,4.24,4.06,3.83,4.33,2.75,2.67
986,1,NA,No,No,3.82,3.65,4.83,4.33,2.75,2.67
987,1,NA,No,No,3.94,2.88,3.5,4.17,3.88,2.5
988,1,NA,No,No,3.59,3.76,4.17,3.67,3.5,3.67
989,1,NA,No,No,3.76,3.59,3.83,3.67,3.5,2
990,1,NA,No,No,4.35,3.35,4,4.5,2.63,2.5
991,1,NA,No,No,3.29,3.06,3.33,1.83,2.88,3.83
992,1,NA,No,No,3.59,3.82,3.5,3.67,3,2.67
993,1,NA,No,No,1.94,1.47,1.67,1,3,1.67
994,1,NA,No,No,3.65,2.71,2.67,2.67,3.5,1.5
995,1,NA,No,No,3.24,3.18,2.67,3.67,2.63,2.5
996,1,NA,No,No,4,4,4,2.33,2.88,2.83
997,1,NA,No,No,3.47,3.94,3.33,3.67,2.88,2.83
998,1,NA,No,No,3.47,2.94,4.5,3.5,4,2.33
999,1,NA,No,No,4.71,3.53,3.33,2.33,2.5,2
1000,1,NA,No,No,3.18,2.76,3.67,2.5,2.88,2.67
1001,1,NA,No,No,2.35,3.29,3,3,4,2.17
1002,1,NA,No,No,3.59,3.82,3.83,4.17,3,2.5
1003,1,NA,No,No,2.71,2.59,2.17,3.67,3.88,2
1004,1,NA,No,No,3.88,2.88,4.17,2.5,2.63,3.17
1005,1,NA,No,No,4.24,4,2.67,4,1.88,3
1006,1,NA,No,No,3.94,3.59,3.67,2.67,2.38,3.17
1007,1,NA,No,No,4,3.06,3.67,4.17,3.25,3.5
1008,1,NA,No,No,3.35,3.82,3.83,3.83,3.38,3.67
1009,1,NA,No,No,2.59,2.53,5,2.67,4.5,3.5
1010,1,NA,No,No,3.47,4,3,2.83,3.25,3.17
1011,1,NA,No,No,4.06,3.35,3.5,2.33,3,3.17
1012,1,NA,No,No,3.12,3.88,4.83,5,2.63,2.83
1013,1,NA,No,No,4.47,3.35,3.17,2,3.13,3
1014,1,NA,No,No,4.24,3.59,3.83,3.33,2.63,2.5
1015,1,NA,No,No,4.29,3.88,4.67,2.33,3,2.67
1016,1,NA,No,No,2.65,2.53,2.5,2.5,3.38,2.5
1017,1,NA,No,No,3.82,3.06,3.17,3.83,3.63,3
1018,1,NA,No,No,3.41,3.59,3.17,4,3.75,2
1019,1,NA,No,No,4.35,2.71,3.33,4.17,3,1.83
1020,1,NA,No,No,3,3,3,3,3,3
1021,1,NA,No,No,3.47,2.24,3,3.33,2.75,1.67
1022,1,NA,No,No,3.65,3.53,2.33,3.17,3.25,3
1023,1,NA,No,No,2.88,3.06,4,3.17,2.63,1.67
1024,1,NA,No,No,3.53,3.18,3.33,3.83,2.63,2.83
1025,1,NA,No,No,3.76,3.24,3,2.33,3,3
1026,1,NA,No,No,2.76,2.76,3.67,2.33,3.13,3.67
1027,1,NA,No,No,3.41,3,3.83,2.67,3,2.33
1028,1,NA,No,No,3.71,3.24,2.5,3.33,3.25,2
1029,1,NA,No,No,2.59,2.82,3.17,2.83,3.5,2.33
1030,1,NA,No,No,3.65,3.47,3.33,2.33,3,2.83
1031,1,NA,No,No,4.18,3.65,3.83,4,2.63,4.33
1032,1,NA,No,No,4.18,3.18,4.33,2.33,3.38,3
1033,1,NA,No,No,3.76,2.71,3.67,4.17,2.5,3
1034,1,NA,No,No,3.18,4.35,2.17,4.17,2,1.5
1035,1,NA,No,No,4,2.47,3.67,3.33,2.38,2.83
1036,1,NA,No,No,3.88,2.88,2.83,3,3.38,2.17
1037,1,NA,No,No,3.18,3.35,4,2.5,3.25,3.67
1038,1,NA,No,No,3.65,4.24,3.5,3.33,2.38,3.5
1039,1,NA,No,No,3.65,2.88,4,3,2.38,4
1040,1,NA,No,No,4.12,3.76,5,2.17,3,4.33
1041,1,NA,No,No,3.24,2.88,3,3,2.75,3.5
1042,1,NA,No,No,3.94,3.88,5,3.33,2.5,3
1043,1,NA,No,No,4.53,3.18,2.67,3.67,2.75,2.5
1044,1,NA,No,No,4.29,4.53,4.5,4,2.63,3.17
1045,1,NA,No,No,4.71,3.29,3.83,2.5,2.5,2.17
1046,1,NA,No,No,3.71,2.94,2.83,3,3.88,3
1047,1,NA,No,No,3.71,3.06,3.5,2.5,2.88,2.5
1048,1,NA,No,No,3,3,3,3,3,3
1049,1,NA,No,No,3.12,4.06,3.5,3.5,3.5,2
1050,1,NA,No,No,3.29,3.18,3.33,4,3.5,3.5
1051,1,NA,No,No,3.82,3.65,2.67,3.67,2.13,4
1052,1,NA,No,No,2.76,3.53,3.5,3.67,3.25,2.67
1053,1,NA,No,No,3.35,3.41,3,3.5,2.88,2.67
1054,1,NA,No,No,3.18,2.88,3,2.17,3.38,1.67
1055,1,NA,No,No,4.47,3.94,2.83,3.17,3.38,1.83
1056,1,NA,No,No,3.94,3.76,2.17,2.83,2.5,1.67
1057,1,NA,No,No,3.71,2.59,4.33,3.33,2.38,3.17
1058,1,NA,No,No,3.47,3.12,4,3,3.38,3
1059,1,NA,No,No,3.29,3.59,3.5,3,2.63,3
1060,1,NA,No,No,3.65,4.88,3.5,3.33,3.13,1.83
1061,1,NA,No,No,4,2.71,3.83,1.67,3.5,3.33
1062,1,NA,No,No,2.88,3.94,2.5,2.67,3.13,1.67
1063,1,NA,No,No,3.06,3.53,3.33,3.17,3.5,3.33
1064,1,NA,No,No,3.06,3.59,4.33,3.83,4.88,2.33
1065,1,NA,No,No,3.12,3.06,4.5,4,4,2.83
1066,1,NA,No,No,3,3.65,3.5,2.33,2.63,3.17
1067,1,NA,No,No,3.88,3.88,4.33,3.33,3.13,2.5
1068,1,NA,No,No,3.41,4.12,3.83,3.83,2.88,3.5
1069,1,NA,No,No,3.59,4.06,4,3.67,3.38,3
1070,1,NA,No,No,3.71,3.47,2.5,3.5,4,2.5
1071,1,NA,No,No,3,3.35,2.67,4.17,2.75,2.5
1072,1,NA,No,No,4.29,3.94,3.5,3.5,2.13,1
1073,1,NA,No,No,4.47,3.82,4.83,3.67,1.63,4.5
1074,1,NA,No,No,3.88,3.82,3.83,3.67,3,2.83
1075,1,NA,No,No,3.47,3.76,2.5,3.17,2.88,2
1076,1,NA,No,No,1.88,4.29,4,2.67,4.38,3.33
1077,1,NA,No,No,3.47,2.76,3.83,3.5,2,3
1078,1,NA,No,No,4,3.88,4,4.17,2.63,4
1079,1,NA,No,No,3.76,3.47,2,2.17,3,3.17
1080,1,NA,No,No,3.88,2.35,4.17,3.33,1.88,3
1081,1,NA,No,No,3.71,4.29,3.67,2.67,2.63,2.67
1082,1,NA,No,No,3.59,2.24,4,2,3.88,2.5
1083,1,NA,No,No,3.94,3.71,2.67,3.33,2.5,2.33
1084,1,NA,No,No,4.06,3.82,3.5,3.33,2.5,2.33
1085,1,NA,No,No,3.06,2.76,3.33,2.67,3.13,3.67
1086,1,NA,No,No,3.35,3.65,3.83,3.17,3.75,2.83
1087,1,NA,No,No,4.41,3.29,4.83,3.5,2.25,3.17
1088,1,NA,No,No,3.18,3.82,3.5,3.5,3.63,2.17
1089,1,NA,No,No,4.24,3.47,3.33,3.5,2.75,3
1090,1,NA,No,No,3.47,2.53,4.17,2.67,2.25,4.5
1091,1,NA,No,No,3.47,2.71,3.33,3.67,3.38,2
1092,1,NA,No,No,4,3.06,2.5,3.83,2.63,1.33
1093,1,NA,No,No,3.76,2.88,4.83,2.5,3.5,4
1094,1,NA,No,No,3.71,3.47,4,2.67,2.5,2.33
1095,1,NA,No,No,3.76,4.29,2.5,4.33,3.5,1.17
1096,1,NA,No,No,3.71,2.76,4.17,2.5,2.38,3.33
1097,1,NA,No,No,4.24,3.65,3.67,2.17,2.88,3.17
1098,1,NA,No,No,4.41,4,3.83,4.17,3.13,3.5
1099,1,NA,No,No,4.12,3.65,3.17,3,3.5,1.5
1100,1,NA,No,No,3.47,3.29,3,3.5,3.38,3
1101,1,NA,No,No,3.82,4.29,3,3.17,2.5,3
1102,1,NA,No,No,3.35,4.35,3,2.5,3.13,2.33
1103,1,NA,No,No,3.59,3.65,3.5,3.67,3.63,2
1104,1,NA,No,No,4.18,3.82,2.17,3,2.75,3
1105,1,NA,No,No,3.12,3.82,3,2.83,3.88,2
1106,1,NA,No,No,3.06,3.06,3,3,3,3
1107,1,NA,No,No,3.88,2.88,3.5,2.5,2.38,1.33
1108,1,NA,No,No,3.47,4.65,3.17,3.67,2.88,2
1109,1,NA,No,No,3.53,3.29,4,2.67,2.25,4.17
1110,1,NA,No,No,4.65,3.47,4.17,4.17,2.38,4.67
1111,1,NA,No,No,3.29,3.18,3.17,2.5,2.88,2.17
1112,1,NA,No,No,3.65,2.71,2,2.67,3.38,2
1113,1,NA,No,No,4.06,3.41,3.5,3.33,3,3.33
1114,1,NA,No,No,3.65,3.41,3.5,3,3.5,3
1115,1,NA,No,No,4.65,3.59,4,4.17,1.88,4.17
1116,1,NA,No,No,3.35,3.12,3.17,3.33,2.63,3
1117,1,NA,No,No,3.35,3.47,4.67,2.5,3,4
1118,1,NA,No,No,4.24,3.94,3.33,4.17,2.88,2.83
1119,1,NA,No,No,3.18,3.71,3.67,4.17,3,2.33
1120,1,NA,No,No,4.35,4.53,3.33,3,2.88,3.67
1121,1,NA,No,No,3.71,4.18,4.33,2.5,3.25,2.67
1122,1,NA,No,No,3.71,3.24,2.83,3,3.13,3.33
1123,1,NA,No,No,3.88,3.12,3.17,3.33,3.5,3
1124,1,NA,No,No,3.53,3.06,3.17,2.33,3.63,2.5
1125,1,NA,No,No,2.59,3.12,3.17,3,3.25,1.33
1126,1,NA,No,No,3.18,2.94,3.83,3.33,2.88,2.5
1127,1,NA,No,No,3.24,4.12,3.83,4.5,4.25,4.33
1128,1,NA,No,No,1.82,3.71,4.67,4.67,2.25,1.83
1129,1,NA,No,No,2.88,3.06,3.5,3.17,3.13,3.17
1130,1,NA,No,No,3.82,3.24,3.83,3,3.13,3.5
1131,1,NA,No,No,3.35,4.06,2.5,3.17,3.63,1.5
1132,1,NA,No,No,3.82,2.53,2.5,3.67,3,2.33
1133,1,NA,No,No,3.53,3.41,2.33,3,3.25,3.17
1134,1,NA,No,No,3.47,2.94,2.17,2,3.25,2
1135,1,NA,No,No,3.76,2.88,4,2.33,2.38,3.5
1136,1,NA,No,No,4.06,3.12,4.33,3,1.88,2.5
1137,1,NA,No,No,3.47,4.12,4.33,3.5,3.63,3.33
1138,0,NA,No,Yes,2.29,2.88,5,4,3.63,3
1139,0,NA,No,Yes,4.82,2.71,3,1.67,2.5,2.33
1140,0,NA,No,Yes,4.41,3.82,3.83,2,2.63,2.67
1141,0,NA,No,Yes,4.47,3.53,4.67,3.67,3,4
1142,0,NA,No,Yes,4.65,2.53,3.5,3.17,1.75,3
1143,0,NA,No,Yes,3.88,3,4.83,3.83,3.5,3.67
1144,0,NA,No,Yes,4.24,3.29,4.67,2.17,1.5,4.33
1145,0,NA,No,Yes,3.41,3,4.17,2.67,2.75,4.17
1146,0,NA,No,Yes,3.76,2.12,4.5,3.5,1.38,1.67
1147,0,NA,No,Yes,4.65,3.06,2.17,3,1.5,3.17
1148,0,NA,No,Yes,4.06,2.24,4.5,4,2.25,1.5
1149,0,NA,No,Yes,3.88,3.88,4,4.17,1.75,3.5
1150,0,NA,No,Yes,4.18,3.35,3.5,3.33,2.88,3.17
1151,0,NA,No,Yes,3.94,3.29,4.83,3.67,2.63,4
1152,0,NA,No,Yes,3.94,3.82,4.67,3.5,2.63,3.33
1153,0,NA,No,Yes,4.12,3.29,4,3.83,2.13,4.33
1154,0,NA,No,Yes,4.47,3.41,4.83,4.33,2.63,3
1155,0,NA,No,Yes,3.47,3.76,5,3.17,3.75,3
1156,0,NA,No,Yes,4.18,3,4.67,2.5,3,2.83
1157,0,NA,No,Yes,4.41,2.88,4,2.5,2.75,3.83
1158,0,NA,No,Yes,4,2.71,3.67,2.5,2.25,3.83
1159,0,NA,No,Yes,4.65,2.76,3.5,2.5,2.5,3.67
1160,0,NA,No,Yes,4.29,2.76,4.5,4.33,2.13,2.83
1161,0,NA,No,Yes,3.76,2.41,4.5,3.17,2.88,3.67
1162,0,NA,No,Yes,4.88,2.65,4,2.33,3,3.67
1163,0,NA,No,Yes,4.53,3.18,4,3,2.13,3.33
1164,0,NA,No,Yes,4.06,1.76,4.17,3.33,3,1.67
1165,0,NA,No,Yes,4.76,3,4,3.67,1.75,4
1166,0,NA,No,Yes,4.53,3.18,3.5,3.67,2.88,2.67
1167,0,NA,No,Yes,4.47,3.35,4.67,4.33,2.5,4.5
1168,0,NA,No,Yes,4.88,3.47,3.83,2.83,1.38,3.17
1169,0,NA,No,Yes,4.41,3.06,3.5,2.17,3,3.67
1170,0,NA,No,Yes,4.59,2.71,4.5,3.5,2.63,4
1171,0,NA,No,Yes,4.24,3.06,4.33,4.67,1.88,3.17
1172,0,NA,No,Yes,4.59,2.41,2.33,2.83,2,1.67
1173,0,NA,No,Yes,4.35,3.65,3.83,4.67,1.75,3.83
1174,0,NA,No,Yes,4.24,2.65,4,2.5,2.88,3.33
1175,0,NA,No,Yes,4.12,2.82,1.83,3.17,3.63,1.17
1176,0,NA,No,Yes,2.82,2.47,4.5,3.5,2.63,3
1177,0,NA,No,Yes,3.94,2.82,4,2.17,3.13,2.33
1178,0,NA,No,Yes,3.76,2.53,4.5,2.33,2.38,3.17
1179,0,NA,No,Yes,4.12,2.29,4.33,4.33,1.5,4.17
1180,0,NA,No,Yes,4.88,2.71,4.5,2.67,2.88,3.67
1181,0,NA,No,Yes,4.53,3.35,4.67,2.5,1.75,3
1182,0,NA,No,Yes,3.41,2.35,4.67,3.5,3.38,4.5
1183,0,NA,No,Yes,4.24,3.82,4.5,2.83,2.13,3.33
1184,0,NA,No,Yes,3.94,2.94,4.67,4,1.88,3.17
1185,0,NA,No,Yes,4.71,1.82,3.67,2.17,2.63,3.17
1186,0,NA,No,Yes,4.06,1.82,3.83,2.83,3.5,2.17
1187,0,NA,No,Yes,4.18,1.76,3.67,1.83,3.63,3.17
1188,0,NA,No,Yes,4.41,4,3,2.17,3,3.5
1189,0,NA,No,Yes,3.76,3.82,2.83,3,2.38,3.5
1190,0,NA,No,Yes,4.12,4.12,3.83,2.17,2.5,2
1191,0,NA,No,Yes,4,2.76,3,1.5,2.5,3
1192,0,NA,No,Yes,4.53,2.53,3.67,3.17,2.25,3
1193,0,NA,No,Yes,3.24,3.41,4.5,2.5,2.63,2.5
1194,0,NA,No,Yes,4.06,2.59,4.5,3,2.38,2.17
1195,1,NA,No,Yes,4.53,4.29,3,2.17,2.88,4.33
1196,1,NA,No,Yes,4.06,3.59,4.17,4.83,2.75,3.33
1197,1,NA,No,Yes,4.41,3.24,4.83,4.17,2.63,3.83
1198,1,NA,No,Yes,4.41,3,3.33,3.5,4,3.33
1199,1,NA,No,Yes,4.76,3.12,4.67,3,2.25,3.67
1200,1,NA,No,Yes,3.82,3.65,4.17,3,3.38,3.17
1201,1,NA,No,Yes,4.88,3.41,5,4.17,2.38,4.17
1202,1,NA,No,Yes,3.88,3.06,4.17,2.5,2.5,2.67
1203,1,NA,No,Yes,4.35,4,4.5,4,2.38,4.5
1204,1,NA,No,Yes,4.94,4.29,4.83,4.33,1,4
1205,1,NA,No,Yes,4.06,2.18,4.17,3.67,2.38,2.5
1206,1,NA,No,Yes,3.88,4.06,4.5,3.5,3.25,2.5
1207,1,NA,No,Yes,3.76,3.94,4.33,3.33,2.63,4
1208,1,NA,No,Yes,4.06,3.53,5,3.83,2.25,2.5
1209,1,NA,No,Yes,3.94,3.29,2.5,4,3.63,2.33
1210,1,NA,No,Yes,2.71,3.12,2.83,2.17,3,2.67
1211,1,NA,No,Yes,2.47,3.94,5,3.17,3.88,3.83
