id,distribution,consent,gender,age,mcq,stars_test_score,stars_int_score,stars_help_score,stars_m_test_score,stars_m_int_score,stars_m_help_score,rmars_test_score,rmars_num_score,rmars_course_score,rmars_s_test_score,rmars_s_num_score,rmars_s_course_score,sticsa_trait_score,sticsa_pre_state_score,sticsa_post_state_score,mcq_score
ywt26,anonymous,Yes,other/pnts,19,maths,2.625,1.8181818181818181,4,2.625,1.875,3.75,3.2,2.2,2.4,4.2,2.2,2.4,1.736842105263158,1,1.4761904761904763,NA
WFtTV,anonymous,Yes,female,21,maths,5,4.818181818181818,4.75,4.875,5,4.75,4.6,3.6,4.6,4.8,3.2,4.2,2.619047619047619,1.5238095238095237,2.238095238095238,2
FxA3a,anonymous,Yes,other/pnts,20,stats,2.75,2,2,3,2,2,3.9,2,1.8,3.4,2.6,1.6,1.1904761904761905,1,1,0
yIuEJ,anonymous,Yes,female,18,maths,2.375,3.090909090909091,1.5,4.25,4.125,3,4.9,4.2,4.8,2.8,3.6,3.2,2.4761904761904763,1.5238095238095237,1.7142857142857142,3
4bD0z,anonymous,NA,other/pnts,18,maths,2.625,1.8181818181818181,4.25,2.75,1.5,4,2.4,1,2.2,2.6,1.4,2.2,1.5714285714285714,1.4761904761904763,1.0476190476190477,4
Tvu4K,anonymous,Yes,other/pnts,47,stats,2.875,1,1,1.875,1.25,1.25,3.1,1,1,3.4,1,1,1.3333333333333333,1,1.0952380952380953,3
vsJ55,anonymous,Yes,female,17,stats,4.625,3.272727272727273,3.5,4.875,3.5,3,4.888888888888889,3.4,3.4,5,3.4,3.6,3.4761904761904763,3.380952380952381,2.9523809523809526,2
nyaYZ,anonymous,Yes,female,20,maths,1.625,1.2727272727272727,1.25,1.75,1.25,1,2.3,1,1.2,1.8,1,1,2.0476190476190474,1.3333333333333333,1.3333333333333333,5
7nmrS,anonymous,Yes,male,20,maths,2.875,2.4545454545454546,1,2.5,2.5,1.25,2.4,1.4,1.8,2.8,2.6,1.8,1.5714285714285714,1.5238095238095237,1.4285714285714286,3
eGI1r,anonymous,Yes,other/pnts,20,maths,3.75,2.8181818181818183,4,4.25,2.125,3.5,4.5,1.4,3.2,4.5,3.8,3.4,3.857142857142857,2.142857142857143,2.5238095238095237,2
mw4Kf,anonymous,Yes,female,19,stats,3.625,3.727272727272727,1,3.625,2.875,2,4.3,2.8,3,4.9,1.8,3.2,3.3333333333333335,3.2857142857142856,3.2857142857142856,2
8FULZ,anonymous,Yes,female,19,maths,2.5,1.2727272727272727,1.25,2.375,1.625,1,3,1.2,2.6,2.8,1.8,1.8,1.3333333333333333,1.4285714285714286,1.2857142857142858,3
tPgph,anonymous,Yes,female,20,stats,2.625,2.3636363636363638,1.75,2.25,2.25,2,3.2,2,1.8,3.2,2.8,1.6,1.4,1.2380952380952381,1.1904761904761905,NA
L0CPk,anonymous,Yes,other/pnts,18,stats,3.875,3.6363636363636362,2,3.375,3.375,2.25,3.4,2.2,2.8,4.7,1.6,3.2,2.9523809523809526,1.4761904761904763,1.2380952380952381,2
9eSGk,anonymous,Yes,female,20,maths,5,4.545454545454546,3.75,2.25,3.75,2.5,2.5,1.4,1.2,5,4.6,4.4,2.4285714285714284,1.5238095238095237,1.5238095238095237,2
3tYkD,anonymous,Yes,female,230,stats,3.625,1.7272727272727273,5,3.25,1.375,4.25,4,1,2.6,3.9,1.2,3.4,3.380952380952381,3.3333333333333335,3.4285714285714284,1
rriRG,anonymous,Yes,female,19,maths,3.5,1.3636363636363635,2,3.4285714285714284,1.5,2,4,1.2,2,3.9,2.4,2,3.3333333333333335,2.8095238095238093,3.0476190476190474,3
CWz9G,anonymous,Yes,female,22,maths,4.25,2.5454545454545454,2,3.875,3.625,3,3.7,1.6,2.6,4.2,4.2,2.6,2.6666666666666665,2.142857142857143,2.0952380952380953,4
VEsAZ,anonymous,Yes,female,20,stats,3.625,3.090909090909091,3,3.875,3.125,3.25,3.6,2.8,3,4,3.6,3.2,2.761904761904762,2.3333333333333335,2.619047619047619,NA
MuIEO,anonymous,Yes,male,22,stats,2.75,1,1,2.5,1,1,2.7,1,1,3,1,1.6,1.4285714285714286,1.0952380952380953,1.2857142857142858,NA
hL89D,anonymous,Yes,other/pnts,18,maths,4.625,3.4545454545454546,2.75,4,2.875,2.5,4.3,2,2.8,4.6,2.2,3,2.380952380952381,1.9523809523809523,2.142857142857143,4
MBn1k,anonymous,Yes,female,21,maths,3.625,3.3636363636363638,3,3.125,3.5,3,3.6,1.8,2.2,3.5,2.2,2.4,2.3,1.2857142857142858,1.9047619047619047,3
njgt8,anonymous,Yes,female,20,maths,2.875,1.9090909090909092,1.25,3.125,1.75,1,3.9,2.2,1.8,3.7,1,1.6,1.4285714285714286,1.0952380952380953,1.1428571428571428,3
GPeCC,anonymous,Yes,female,20,stats,4.875,3.090909090909091,3.75,4.375,2.75,4,4.8,3.2,3,4.9,2.4,2.8,3.142857142857143,2.238095238095238,2,3
U7rUC,anonymous,Yes,female,20,stats,3.625,2.6363636363636362,3.6666666666666665,3.625,2.875,3.5,3.2,2.8,2.4,3.5,2.6,1.8,2.4761904761904763,2.4761904761904763,2.5238095238095237,0
BOAq9,anonymous,Yes,other/pnts,20,stats,3.125,1.9090909090909092,3.5,3.25,1.5,3.25,3.3,1,2.4,3.5,1.6,1.8,1.9523809523809523,1.7619047619047619,1.380952380952381,3
57VIy,anonymous,Yes,female,20,maths,2.25,1.7272727272727273,3.75,1.625,1.125,4,1.5,1,1.6,2.8,2.2,2,1.5714285714285714,1.380952380952381,1.2857142857142858,NA
jtMtP,anonymous,Yes,female,18,maths,3.625,3.090909090909091,3,3.75,4.5,3.75,4.6,3.8,3.8,4.3,2.6,2.6,2.857142857142857,2.0952380952380953,1.7142857142857142,1
WrbdV,anonymous,Yes,female,20,stats,3.125,2.5454545454545454,2,3.375,2.375,1.75,3.3,1.4,1.2,3.2,2.4,1.6,2.380952380952381,1.9047619047619047,1.7142857142857142,1
KJnFK,anonymous,Yes,female,18,maths,3.125,1.7272727272727273,1,3,1.2857142857142858,1.25,3.3,1.6,1.4,3.6,1.8,1.6,1.5714285714285714,1.619047619047619,1.4761904761904763,5
tNuov,anonymous,Yes,female,20,stats,2.875,3.3636363636363638,3.25,2.375,3,2.5,2.1,1.6,1.6,2.6,2.2,2.2,1.9523809523809523,1.1428571428571428,1.2380952380952381,3
mNfOf,anonymous,Yes,female,20,maths,2.875,1.4545454545454546,1,3.25,1.5,1,4.2,3.2,1.8,4.3,1.8,1.2,1.2857142857142858,1.2857142857142858,1.4285714285714286,3
DoH5g,anonymous,No,female,19,stats,3.75,2.090909090909091,3,3.5,2.75,4.25,4.6,2.4,2,4.1,1.8,1.8,2.3333333333333335,1.4761904761904763,1.619047619047619,NA
BLQ0T,anonymous,Yes,other/pnts,19,maths,3.125,2.8181818181818183,2.75,3.5,2.75,3,4.5,2,1.4,4.5,3.2,2.8,2.2857142857142856,1.4285714285714286,2,2
jf3nH,anonymous,Yes,female,20,stats,3.375,2.1818181818181817,2.5,2.875,2.25,2.75,3.5,1.8,1.8,3.5,2.2,2.2,2.142857142857143,1.7619047619047619,1.8095238095238095,2
noVdw,anonymous,Yes,female,48,maths,3,4.181818181818182,4,2.75,3.875,3.5,2.1,1.8,1.2,2.7,2.6,1.8,3.238095238095238,3.142857142857143,3.4285714285714284,5
gbS51,anonymous,Yes,female,20,stats,4.25,3.5454545454545454,4.25,4.125,3.625,2.75,4.2,2.4,2.4,4.6,3,3.8,1.8571428571428572,1.7142857142857142,1.2380952380952381,1
rDPQX,anonymous,Yes,female,20,maths,4.875,3.4545454545454546,4,4.875,3.75,4.5,4.8,2.6,3.6,5,3.4,4,2.9523809523809526,1.8095238095238095,2.2857142857142856,4
swu32,anonymous,Yes,female,20,stats,4.5,3.727272727272727,4.75,4.625,3.875,4.5,4.5,3.4,3.6,4.6,4.2,3.8,3.380952380952381,2.8095238095238093,2.761904761904762,NA
Htlec,anonymous,Yes,male,190,maths,4.875,4.181818181818182,5,4.75,4,4.5,4.5,1.6,2.8,4.7,3,3.4,3.761904761904762,3.1904761904761907,3.761904761904762,3
LlCNK,anonymous,Yes,female,18,maths,3.125,2.5454545454545454,3,2.75,1.75,2.25,3,1,1.4,4,2.75,2,2.4285714285714284,1.5238095238095237,1.9047619047619047,NA
C0uUo,anonymous,Yes,female,20,stats,2.75,2.090909090909091,1.25,2.625,2.125,1,2.8,2.2,1.8,3.6,2.8,1.6,2.3333333333333335,2.4285714285714284,2,2
XNla5,anonymous,Yes,female,19,maths,1.75,2.1818181818181817,1.75,1.75,3.142857142857143,2.5,2.4,1.2,1.8,2.2,1.8,2.4,1,1,1,4
cF65b,anonymous,Yes,female,20,stats,4.25,3.272727272727273,2.75,3.875,3.5,3,3.2,2,2.4,3.6,1,2.2,2.0952380952380953,2,1.4761904761904763,4
getql,anonymous,Yes,female,20,stats,3,2.3636363636363638,2,3,2.125,1,3.2,1,1,3,1,1.6,2.4761904761904763,1.3333333333333333,1.6666666666666667,4
LONaU,anonymous,Yes,female,18,maths,3.75,3.6363636363636362,3.5,4.25,3.125,3.5,4.5,3.4,3.2,4.6,4.4,3.8,2.4285714285714284,2.4761904761904763,2.5238095238095237,NA
uhz5w,anonymous,Yes,female,21,stats,2.375,1.7272727272727273,1.5,2,1,1.75,2.6,1.2,1.4,2.4,1.75,1.4,2.0476190476190474,1.9523809523809523,1.9047619047619047,2
SaC0c,anonymous,Yes,female,19,stats,2.625,2.090909090909091,3.5,2.75,2,3.75,3,2.2,1.8,2.6,3.8,1.4,2.4285714285714284,1.5238095238095237,1.9047619047619047,2
tiMsW,anonymous,Yes,female,20,stats,4.5,4,3,3.625,1.5,3.5,4.7,3,3,5,3.8,3.6,2.238095238095238,1.5238095238095237,1.0952380952380953,1
pXcHr,anonymous,Yes,female,21,stats,4.5,2.8181818181818183,3,4.5,3.125,3.25,4.7,2.6,2.6,4.9,2,2.4,1.4761904761904763,1.1904761904761905,1.2380952380952381,2
tP3EH,anonymous,Yes,male,19,maths,2.625,2.1818181818181817,2.25,2.75,2,2.5,2.7,1,1.2,3.1,1.4,1.8,1.619047619047619,1.0952380952380953,1,3
DR76B,anonymous,Yes,female,20,maths,4.5,4,3.25,3.5,3.625,3,2.8,1,1.6,4.7,3.4,2.6,3.0476190476190474,2.238095238095238,2.0952380952380953,3
dGttD,anonymous,Yes,male,21,stats,3.375,2.4545454545454546,4,3,2,3.25,3.6,1.6,2.2,4,1.8,2,2.45,2.142857142857143,2,3
loO7K,anonymous,Yes,female,21,maths,2.375,1.9090909090909092,3.25,1.875,1.625,2.75,2.7,1.4,1.4,3.6,2.8,2.2,1.5714285714285714,1.4761904761904763,1.3333333333333333,4
XMUsl,anonymous,Yes,male,20,stats,4,3,4.75,4.25,3.125,3.75,4.2,2.2,3.2,4.2,2.8,2.8,2.761904761904762,2.0952380952380953,1.5714285714285714,3
2eaqo,anonymous,Yes,female,19,maths,2.25,2.6363636363636362,2.5,2.75,3,3.75,2.6,1.4,1.2,3.3,2.6,1.4,1.5238095238095237,1.2857142857142858,1.1904761904761905,4
Wxab9,anonymous,Yes,female,46,stats,1.75,1.3636363636363635,1,2.375,1.25,1,2.5,1.4,1,2.6,1.4,1,2.142857142857143,1.8095238095238095,1.1428571428571428,2
fysPC,anonymous,Yes,female,20,maths,3.75,2.909090909090909,2,2.5,1.875,2.25,2.7,1,1.2,4,2.6,1.6,1.2380952380952381,1.2857142857142858,1.2857142857142858,1
8NDBN,anonymous,Yes,female,20,stats,3.5,2.3636363636363638,2.5,3.625,2.5,2.25,4,1.8,3.2,3.9,1.8,3.8,1.7142857142857142,1.380952380952381,1.4761904761904763,NA
yf2Sk,anonymous,Yes,other/pnts,20,maths,3.875,3.3636363636363638,2,3.125,3.25,2.25,3.4,2.2,1.8,4.4,3.2,2.4,1.7619047619047619,1.4285714285714286,1.3333333333333333,2
G750q,anonymous,Yes,female,18,maths,2.625,2.1818181818181817,1.75,2.875,2.125,2,3.5,2.2,2,3.4,2.4,2,1.9047619047619047,1.9047619047619047,1.7619047619047619,4
jgRNK,anonymous,Yes,female,19,stats,2.75,1.2727272727272727,1.75,2.75,1.375,1.5,3.4,1.2,1.75,3.1,1.2,1.2,1.8095238095238095,1.7619047619047619,1.0952380952380953,3
td473,anonymous,No,male,18,stats,4.625,4.7272727272727275,4.25,4,4,4,3.9,4,4,4.2,4.4,4.4,2,3.0476190476190474,3.0476190476190474,2
z3Fm4,anonymous,No,female,19,maths,3.125,2,4.75,4,2.625,4.75,4.3,1.4,3.8,2.9,1.6,1.6,2.3333333333333335,1.7619047619047619,2.2857142857142856,5
eXXqe,anonymous,Yes,female,20,maths,3.25,2.5454545454545454,1.5,2.5,2,1.5,3,1.4,1.4,3.5,3.6,1.6,1.75,1.7142857142857142,1.8571428571428572,3
79bUy,anonymous,Yes,female,37,stats,3.875,2.1818181818181817,3.75,4,2.375,3.75,4.3,2.2,2,4.4,2.8,2.2,2.9047619047619047,1.9047619047619047,2.3333333333333335,2
0D7OT,anonymous,Yes,other/pnts,20,stats,1.75,1.4545454545454546,2,2.75,3,3.25,3.111111111111111,1.4,2,2.4,2,1.8,1.6666666666666667,1.1428571428571428,1.0952380952380953,2
LYiMm,anonymous,Yes,other/pnts,20,maths,2.625,3,1,2.625,2.75,1.5,3.2,1.8,1.4,3,2.4,2,2,1.4285714285714286,1.4285714285714286,NA
YyvSr,anonymous,Yes,female,20,maths,2.75,2,1,3,2,1.25,3.6,2.4,2.8,3.7,3,3.4,1.3333333333333333,1.0476190476190477,1.0952380952380953,2
XRmHi,anonymous,Yes,female,19,maths,1.125,1,1,1.375,1,1,1.5,1,1,1.1,1,1,2.0952380952380953,1.7142857142857142,1.380952380952381,4
IB3jV,anonymous,Yes,other/pnts,19,stats,2.125,1.2727272727272727,3,1.5,1,1.75,2.5,1,1,2.7,1,1,1.1428571428571428,1.0476190476190477,1.0952380952380953,NA
VFHCz,anonymous,Yes,female,18,stats,3,2.6363636363636362,3,2.375,2.75,3,2.9,2,2.4,3.8,3.4,3.4,2.380952380952381,1.6666666666666667,1.8095238095238095,NA
fL8q6,anonymous,No,female,19,maths,3.75,3.5454545454545454,3,2.75,2.625,2.25,3,1,2,3.7,3.4,3.2,2,1.2380952380952381,1.1428571428571428,5
seB6W,anonymous,Yes,male,20,stats,3.625,2.5454545454545454,2.75,3.4285714285714284,3.25,2.75,3.4,1.8,1.6,4.1,4,2.6,2.9047619047619047,2.2857142857142856,1.8095238095238095,2
9kScn,anonymous,Yes,female,20,maths,3.875,2.4545454545454546,2,3.5,2.875,2.5,3.9,2.2,2.4,4.1,1.2,2.2,2.4761904761904763,1.619047619047619,1.1428571428571428,5
uEu4N,anonymous,Yes,female,18,maths,3.5,2.090909090909091,2.25,3.5,2.375,2,3.1,1.4,1.4,3.6,3,2,2.238095238095238,2.1904761904761907,2.142857142857143,NA
caofW,anonymous,Yes,female,20,stats,4.25,3.8181818181818183,4.25,4.25,3.125,4.75,4.6,1.8,2.6,4.5,1.8,3.8,3.0952380952380953,2.9523809523809526,2.761904761904762,2
fyRug,anonymous,Yes,other/pnts,20,stats,3.875,2.5454545454545454,5,3.75,2.875,4.25,4,2.6,3,3.9,1.8,2.8,3.142857142857143,3.238095238095238,3.4285714285714284,2
QpLrh,anonymous,Yes,female,19,maths,3.25,2.272727272727273,2,3.125,1.875,2,3.8,2.4,1.8,4.1,2.6,2.2,1.5238095238095237,1.380952380952381,2.1904761904761907,2
C2yd8,anonymous,Yes,female,19,maths,5,3.727272727272727,4,5,4,3.25,5,3.4,4,5,3.6,4.2,2.238095238095238,1.7142857142857142,1.7619047619047619,NA
XdQAZ,anonymous,Yes,other/pnts,21,maths,4,3.727272727272727,3.25,3.875,3.375,3,4.5,3.2,3.4,4.3,3.8,3.6,2.7142857142857144,1.619047619047619,1.619047619047619,3
VLNR8,anonymous,Yes,female,19,stats,3.625,2.272727272727273,4,3.25,2.125,3,3.7,1.8,2.2,3.7,1.8,2.2,2.3333333333333335,1.5714285714285714,2.3333333333333335,2
YJiyx,anonymous,Yes,male,18,maths,3.5,1.9090909090909092,2.75,3.25,2.625,3.5,3.7,2,3.2,3.6,2.8,2.6,1.5714285714285714,1.15,1.380952380952381,2
2JwwB,anonymous,Yes,female,20,stats,2.875,1.8181818181818181,1.5,3.125,2,2,3,1.8,1.4,3.5,2.8,2,1.380952380952381,1.0952380952380953,1.1904761904761905,4
lWSMK,anonymous,NA,female,19,maths,3.5,1.7272727272727273,3.25,3.75,1.375,3.25,3.5,1.6,2.4,3.8,1.2,1.8,2.4761904761904763,1.3333333333333333,1.2857142857142858,2
7q31O,anonymous,NA,female,19,stats,4.625,3.3636363636363638,3.25,4.875,3.75,3,4.4,1.8,3.6,4.9,4.2,3.6,2.0476190476190474,1.619047619047619,1.8571428571428572,NA
Wkczy,anonymous,Yes,male,42,stats,3.75,3.090909090909091,3.25,3.25,2.625,3,3.5,1.6,2.4,3.7,2,2.2,2.761904761904762,1.380952380952381,1.2857142857142858,2
mUe2L,anonymous,Yes,female,19,maths,2.375,1.3636363636363635,1.75,3,2,1.25,2.5,1.6,2.4,2.1,1,1.2,2.7142857142857144,1.380952380952381,1.2857142857142858,3
O8CdZ,anonymous,Yes,female,19,stats,3.875,2.5454545454545454,3,3.25,2.625,3,3.3,1,2.2,3.6,2.6,2.2,2.761904761904762,2.0476190476190474,1.619047619047619,4
smrQ6,anonymous,Yes,other/pnts,21,maths,2.625,2,1.5,2.375,2.125,1.5,3.7,3.2,2,3.8,2.4,1.2,1.5714285714285714,1,1.2857142857142858,4
OygRR,anonymous,Yes,female,19,stats,3.625,2.5454545454545454,2,2,1.875,1,2.4,2,1,3.8,2.4,2.6,2.619047619047619,1.8095238095238095,1.2380952380952381,2
MFJt5,anonymous,Yes,male,21,stats,2.125,1.2727272727272727,1.5,3,1.875,3,3.3,1.8,1.8,2.6,1,1.6,2.142857142857143,2.238095238095238,2.2857142857142856,0
x7wPc,anonymous,Yes,female,19,stats,3.375,2.1818181818181817,1.5,3.25,1.875,1,3.9,1.2,1.2,4.1,2.8,1.8,1.5238095238095237,1.2857142857142858,1.0952380952380953,2
7q2mO,anonymous,Yes,female,20,maths,3.25,3,4.25,3.125,2.25,4.25,4.7,1.8,2.8,4.7,3.4,3,2.6666666666666665,2.0476190476190474,2.2857142857142856,4
Td2sp,anonymous,Yes,other/pnts,43,maths,3.875,2.3636363636363638,2.75,3.125,2,1.5,3,1.2,1.8,4.1,2.8,3,2.857142857142857,2.0952380952380953,2.3333333333333335,3
z96zx,anonymous,Yes,female,21,stats,3.375,3.3636363636363638,3,2.625,3,3,3.2,1.2,2.6,4.3,4.2,2.8,2.1904761904761907,1.2380952380952381,1.380952380952381,1
BQzv9,anonymous,Yes,female,20,maths,5,4.545454545454546,4,4.875,5,4,4.9,1.2,3.8,5,4.2,3.4,3.3333333333333335,2.7142857142857144,3,2
tRubH,anonymous,Yes,non-binary,21,stats,4.125,2.8181818181818183,3,4.375,3,3,4.3,2.2,2.25,4.2,2.4,2.4,1.2857142857142858,1.0476190476190477,1.619047619047619,NA
KcUpk,anonymous,Yes,female,18,maths,3.5,2.727272727272727,4,3.375,2.375,4,3.8,1.6,3,4.4,3.2,3.6,2.857142857142857,2.2857142857142856,2.5238095238095237,2
yc1im,anonymous,Yes,female,20,stats,4.5,3.272727272727273,4.75,4.375,3.25,4.5,4.8,3.6,3.6,5,3.8,3.8,2.1904761904761907,2.5238095238095237,2.8095238095238093,NA
qXrrA,anonymous,Yes,male,20,maths,4.25,3.909090909090909,1,4.125,4,1,4.5,1,2.8,4.7,3,3.4,1.6666666666666667,1.5714285714285714,1.5714285714285714,5
fMpxN,anonymous,Yes,female,20,stats,4.75,4.636363636363637,3.5,4.375,3.25,4.666666666666667,4.2,1,2.2,4,4.2,3,2.2857142857142856,1.2380952380952381,1.1904761904761905,2
MIov5,anonymous,Yes,other/pnts,20,maths,4.375,2.4545454545454546,2,4.125,2.875,2.75,4.9,2.6,3,4.9,2.6,3.8,1.7142857142857142,1.8095238095238095,1.619047619047619,NA
VSXkO,anonymous,Yes,female,19,maths,2.5,2.5454545454545454,1.75,1.75,2.375,1,1.8,1,1,2.9,1.2,2,1.4285714285714286,1.380952380952381,1.0476190476190477,4
dl5cO,anonymous,Yes,female,51,stats,3.125,2.909090909090909,2.75,3.25,3.125,2.75,3.7,3,2.4,3.6,3.6,3,2.380952380952381,1.9047619047619047,2.142857142857143,1
nm9bk,anonymous,Yes,female,17,maths,3,2.727272727272727,2,3.25,2.5,2,3.3,2,2,3.5,2,2.2,2.2857142857142856,1.9523809523809523,2.1904761904761907,NA
llurT,anonymous,Yes,female,18,stats,4.5,4,4,3.625,3.5,3.75,4.2,3,3,4.4,4.4,3,2.142857142857143,2.1904761904761907,2.1904761904761907,3
NqFOx,anonymous,Yes,male,19,stats,2.125,1.2727272727272727,1.5,2,1,1.5,2.4,1,1,2.6,1.2,1.4,2.0952380952380953,1.6666666666666667,1.4285714285714286,3
Zikvz,anonymous,Yes,female,20,maths,4.125,3.090909090909091,4,3.625,2.375,3.5,3.5,1.8,2.6,3.9,1.8,3.6,2.761904761904762,2.7142857142857144,2.5,3
4AOOf,anonymous,Yes,female,20,stats,5,4.818181818181818,5,5,4.875,5,4.5,3.2,3.8,5,5,5,3.5238095238095237,3.2857142857142856,3.380952380952381,4
H0grb,anonymous,Yes,female,19,maths,2.875,3,2.25,2.75,2.25,2,2.8,1.4,1.6,4.1,2.6,3.2,3.142857142857143,3.1904761904761907,2.619047619047619,4
EBecP,anonymous,Yes,female,19,stats,2.75,2.909090909090909,4,2.5,2.125,4,3.8,1.4,2.4,3.4,2.75,2.6,2.4761904761904763,2,1.5238095238095237,NA
mm5mY,anonymous,Yes,male,20,maths,3.25,2.4545454545454546,2.25,3.25,2.125,2.25,3.4,2.4,3,3.8,2.4,2.6,2.0476190476190474,1.619047619047619,1.5714285714285714,NA
W0GJa,anonymous,Yes,female,20,stats,3.5,3,2.75,4.125,2.75,3,4.4,2.4,2.2,4.3,2.8,3,1.1428571428571428,1,1.0952380952380953,3
3co3p,anonymous,Yes,non-binary,19,maths,2.875,1.6363636363636365,3,2.375,1.25,2.75,3,1.4,1.6,2.9,1.8,1.8,1.380952380952381,1.0476190476190477,1.1428571428571428,3
DKWAC,anonymous,Yes,male,18,stats,4.375,3.4545454545454546,4.25,3.75,2,3.5,4,2.2,2.6,4.5,1.8,2.2,2.4761904761904763,1.4285714285714286,1.4761904761904763,NA
wBIMq,anonymous,Yes,male,19,stats,3.625,1.6363636363636365,3,3.625,2.125,3.3333333333333335,3.9,2,2.2,4,2,2,3.0476190476190474,2.857142857142857,2.761904761904762,NA
Ovi8C,anonymous,Yes,female,20,maths,1.25,1.1818181818181819,2.25,1.375,1.5,1.75,1.4,1,1,1.1,1.8,1,1.7619047619047619,1.2380952380952381,1.2380952380952381,2
FQ9jA,anonymous,Yes,female,19,stats,3,3.6363636363636362,4,3,3,3,3,3,3,3.4,3.4,3.2,2.761904761904762,3,3,3
kl0sP,anonymous,Yes,female,18,maths,4,3.3636363636363638,3.75,2.875,2.125,2,3,1.2,1.8,4.4,2.8,3.6,2.619047619047619,2.6666666666666665,2.4285714285714284,4
iXfgl,anonymous,Yes,female,18,stats,4,2.090909090909091,1.5,2.125,1.375,1,2.4,1,1,4.3,1.8,1.4,2.5714285714285716,1.5714285714285714,1.619047619047619,1
KjaQK,anonymous,Yes,female,18,maths,4.75,4.363636363636363,4.5,4.375,3.875,4.25,4.4,3,3.8,4.4,3.8,4,2.4285714285714284,3.4285714285714284,3.142857142857143,4
fvTHz,anonymous,Yes,female,19,stats,3,2.727272727272727,3.75,3,2.375,3.5,4,2.6,1.6,4,3.2,1.4,2.142857142857143,2.1904761904761907,1,2
ziCb2,anonymous,Yes,other/pnts,19,maths,3.5,1.8181818181818181,4.25,3.625,1.625,4.25,3.9,1,1.4,3.6,1,1.6,3.0952380952380953,2.4761904761904763,2.4285714285714284,4
mgU6J,anonymous,Yes,female,18,maths,3.75,3.8181818181818183,3.5,4.375,4,3.5,3.9,3.8,4,3.9,4,3.4,2.5238095238095237,2.380952380952381,2.4761904761904763,3
oYLJv,anonymous,No,female,19,stats,3.5,1.6363636363636365,1.75,2.75,1.75,2.5,2.8,1.4,1,3.2,1.6,1.6,2.619047619047619,2.8095238095238093,2.380952380952381,2
jmLsY,anonymous,Yes,female,18,maths,3.875,3.727272727272727,3.5,3.875,4,3.5,3,2.2,3,4.3,3.8,3.8,3.0476190476190474,2.0952380952380953,3.6666666666666665,2
F6UhY,anonymous,Yes,female,18,stats,2.75,2.6363636363636362,4,2.875,3.625,3.25,3.3,3.2,2.6,3.1,3.6,2.2,1.8095238095238095,1.9047619047619047,1,1
oGu48,anonymous,Yes,other/pnts,18,stats,3.75,1.7272727272727273,2.5,3.875,2.25,2.5,4.1,2.2,2,4.6,2,2.2,2.238095238095238,1.9047619047619047,2.0476190476190474,4
11RWE,anonymous,Yes,other/pnts,18,maths,3.375,3.5454545454545454,4,3.125,3.5,3.75,3.4,1.2,2.6,3.9,3.6,2.6,2.5714285714285716,1.7619047619047619,1.6666666666666667,2
zEubx,anonymous,Yes,non-binary,18,maths,3.625,3.3636363636363638,5,4,3.625,3.6666666666666665,4.1,2.8,3.8,4.9,4.2,3.8,2.7142857142857144,2.3333333333333335,1.1428571428571428,NA
UoCiQ,anonymous,Yes,female,44,stats,3.75,3.1818181818181817,3.6666666666666665,4,3.375,3.5,3.8,2.6,2.4,4,2.8,3,2.142857142857143,1.6666666666666667,2,NA
Y4hX5,anonymous,Yes,other/pnts,17,maths,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3
IxAfx,anonymous,Yes,female,19,stats,3.625,2.272727272727273,2,3.875,2.75,2.5,3.6,1.6,2,3.7,1.8,2,3.0952380952380953,3.0952380952380953,1.5238095238095237,3
0qtaJ,anonymous,Yes,female,19,maths,4.5,3.6363636363636362,2.75,3.75,2.625,2,4.3,2.8,2.6,4.7,3.8,3,1.9523809523809523,1.0952380952380953,1.4761904761904763,1
hO1d9,anonymous,Yes,female,18,maths,3.375,3.3636363636363638,2.25,3.125,3.125,2.25,3.8,1.8,2.4,3.8,3.6,2.4,2.6666666666666665,2.4285714285714284,2.4285714285714284,1
kRMUF,anonymous,Yes,female,19,stats,2.375,1.8181818181818181,1.75,1.8571428571428572,1.25,2,2.7,1.2,1,2.6,1,1,2.9047619047619047,1,1.0952380952380953,1
8a4cQ,anonymous,Yes,female,18,stats,2.5,2.5454545454545454,3,2.5,2,2.75,2.7,2.2,1.8,2.8,3.4,2.4,1.619047619047619,1.2857142857142858,1.2380952380952381,2
zDLXV,anonymous,Yes,female,19,maths,4.5,4.090909090909091,4.75,3.125,3.625,3.5,3.5,3.2,3.4,4.4,4.2,4.6,2.3333333333333335,2.142857142857143,2.4761904761904763,2
VAsax,anonymous,Yes,male,19,maths,3.75,3.090909090909091,4,3,2.625,3.5,3.2,1.6,2.2,4,2.2,3,2.4285714285714284,1.5238095238095237,1.4761904761904763,4
YBBpv,anonymous,Yes,male,20,stats,4.5,3.4545454545454546,4,4.5,4.5,4.75,4.8,3.8,4.2,4.5,3.6,3,2.761904761904762,2.761904761904762,1.2857142857142858,2
wJTzk,anonymous,Yes,other/pnts,19,stats,3.125,2.090909090909091,2.5,2.25,1.625,2,3.4,1,1.6,3.6,2,2,1.619047619047619,1,1.2380952380952381,1
yI4K6,anonymous,Yes,male,19,maths,4,3.8181818181818183,3.75,3.75,3.75,4.25,4,1.8,2.2,4.3,1.2,2.6,1.9523809523809523,2.238095238095238,2.142857142857143,NA
